comparison,year,feature,physical_family,n_D,n_other,median_D,median_other,direction_D_minus_other,cliffs_delta_D_minus_other
D_vs_A,2023,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,16,21,-0.215,-0.19,-1.0,-0.08333333333333333
D_vs_A,2024,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,18,27,-0.15,-0.21,1.0,0.2139917695473251
D_vs_A,2025,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,22,17,-0.14500000000000002,-0.17,1.0,0.0213903743315508
D_vs_A,2026,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,5,7,-0.24,-0.15,-1.0,-0.14285714285714285
D_vs_A,2022,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,10,19,-0.04,-0.02,-1.0,-0.04736842105263158
D_vs_A,2023,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,16,21,-0.055,-0.02,-1.0,-0.25595238095238093
D_vs_A,2024,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,18,27,-0.02,-0.04,1.0,0.1831275720164609
D_vs_A,2025,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,22,17,-0.06,-0.03,-1.0,-0.24331550802139038
D_vs_A,2026,Signed_Previous_Delta_Share_AtEntry,FLOW_BURST_QUALITY,5,7,0.01,-0.01,1.0,0.22857142857142856
D_vs_A,2022,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,10,19,88.33500000000001,81.67,1.0,0.12631578947368421
D_vs_A,2023,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,16,21,57.5,66.67,-1.0,-0.20238095238095238
D_vs_A,2024,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,18,27,67.5,71.67,-1.0,-0.12962962962962962
D_vs_A,2025,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,22,17,88.33500000000001,78.33,1.0,0.05080213903743316
D_vs_A,2026,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,5,7,175.0,130.0,1.0,0.42857142857142855
D_vs_A,2022,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,10,19,86.5,68.0,1.0,0.1631578947368421
D_vs_A,2023,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,16,21,51.0,56.0,-1.0,-0.28869047619047616
D_vs_A,2024,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,18,27,54.0,60.0,-1.0,-0.2037037037037037
D_vs_A,2025,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,22,17,81.5,71.0,1.0,-0.0213903743315508
D_vs_A,2026,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,5,7,147.0,108.0,1.0,0.5714285714285714
D_vs_A,2022,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,10,19,-0.20500000000000002,0.0,-1.0,-0.32105263157894737
D_vs_A,2023,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,16,21,-0.2,0.0,-1.0,-0.30952380952380953
D_vs_A,2024,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,18,27,0.0,-0.07,1.0,0.08436213991769548
D_vs_A,2025,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,22,17,-0.215,-0.04,-1.0,-0.22192513368983957
D_vs_A,2026,PreEntry_Directional_Efficiency3_AtEntry,OTHER_CAUSAL_CONTEXT,5,7,-0.44,0.0,-1.0,-0.37142857142857144
D_vs_A,2022,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,10,19,0.0,0.0,0.0,0.010526315789473684
D_vs_A,2023,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,16,21,-0.01,0.0,-1.0,-0.2261904761904762
D_vs_A,2024,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,18,27,0.0,0.0,0.0,-0.08436213991769548
D_vs_A,2025,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,22,17,-0.02,-0.01,-1.0,-0.1657754010695187
D_vs_A,2026,PreEntry_Directional_Delta_Share3_AtEntry,FLOW_BURST_QUALITY,5,7,0.01,0.0,1.0,0.22857142857142856
D_vs_A,2022,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,10,19,0.625,0.63,-1.0,-0.005263157894736842
D_vs_A,2023,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,16,21,0.775,0.76,1.0,-0.023809523809523808
D_vs_A,2024,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,18,27,0.72,0.78,-1.0,-0.01646090534979424
D_vs_A,2025,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,22,17,0.535,0.6,-1.0,-0.22994652406417113
D_vs_A,2026,PreEntry_Range_Compression3_AtEntry,OTHER_CAUSAL_CONTEXT,5,7,0.66,0.59,1.0,0.11428571428571428
D_vs_A,2022,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,10,19,0.6699999999999999,0.0,1.0,0.09473684210526316
D_vs_A,2023,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,16,21,0.0,0.75,-1.0,-0.3333333333333333
D_vs_A,2024,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,18,27,0.0,0.0,0.0,-0.07407407407407407
D_vs_A,2025,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,22,17,0.635,0.0,1.0,0.12032085561497326
D_vs_A,2026,PreEntry_Volume_Climax_Ratio_AtEntry,FLOW_BURST_QUALITY,5,7,0.0,0.0,0.0,0.0
D_vs_A,2022,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,10,19,1.5,0.0,1.0,0.23684210526315788
D_vs_A,2023,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,16,21,1.0,1.0,0.0,-0.17261904761904762
D_vs_A,2024,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,18,27,0.0,1.0,-1.0,-0.13786008230452676
D_vs_A,2025,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,22,17,1.0,1.0,0.0,0.09893048128342247
D_vs_A,2026,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,5,7,1.0,0.0,1.0,0.17142857142857143
D_vs_A,2022,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,10,19,0.0,0.0,0.0,0.12631578947368421
D_vs_A,2023,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,16,21,0.25,0.0,1.0,0.017857142857142856
D_vs_A,2024,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,18,27,0.0,0.0,0.0,0.01440329218106996
D_vs_A,2025,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,22,17,0.0,0.0,0.0,0.10695187165775401
D_vs_A,2026,Nearest_OR_Edge_Acceptance_Ratio3_AtEntry,ACCEPTANCE_RECLAIM,5,7,1.0,0.0,1.0,0.4
D_vs_A,2022,signed_delta_1s,FLOW_BURST_QUALITY,10,19,179.0,158.0,1.0,0.2578947368421053
D_vs_A,2023,signed_delta_1s,FLOW_BURST_QUALITY,16,21,180.0,190.0,-1.0,-0.22916666666666666
D_vs_A,2024,signed_delta_1s,FLOW_BURST_QUALITY,18,27,164.0,164.0,0.0,0.0411522633744856
D_vs_A,2025,signed_delta_1s,FLOW_BURST_QUALITY,22,17,151.0,156.0,-1.0,-0.05614973262032086
D_vs_A,2026,signed_delta_1s,FLOW_BURST_QUALITY,5,7,152.0,140.0,1.0,0.08571428571428572
D_vs_A,2022,signed_delta_change_1s,FLOW_BURST_QUALITY,10,19,178.0,155.0,1.0,0.15789473684210525
D_vs_A,2023,signed_delta_change_1s,FLOW_BURST_QUALITY,16,21,150.0,178.0,-1.0,-0.20833333333333334
D_vs_A,2024,signed_delta_change_1s,FLOW_BURST_QUALITY,18,27,144.0,149.0,-1.0,-0.01440329218106996
D_vs_A,2025,signed_delta_change_1s,FLOW_BURST_QUALITY,22,17,144.5,127.0,1.0,0.06149732620320856
D_vs_A,2026,signed_delta_change_1s,FLOW_BURST_QUALITY,5,7,134.0,131.0,1.0,0.14285714285714285
D_vs_A,2022,signed_velocity_1s,PERSISTENCE_EXHAUSTION,10,19,5.0,6.0,-1.0,-0.1631578947368421
D_vs_A,2023,signed_velocity_1s,PERSISTENCE_EXHAUSTION,16,21,2.0,3.0,-1.0,-0.14583333333333334
D_vs_A,2024,signed_velocity_1s,PERSISTENCE_EXHAUSTION,18,27,3.0,4.0,-1.0,-0.14609053497942387
D_vs_A,2025,signed_velocity_1s,PERSISTENCE_EXHAUSTION,22,17,3.0,3.0,0.0,-0.13903743315508021
D_vs_A,2026,signed_velocity_1s,PERSISTENCE_EXHAUSTION,5,7,11.0,6.0,1.0,0.3142857142857143
D_vs_A,2022,signed_velocity_3s,PERSISTENCE_EXHAUSTION,10,19,2.3333333333333335,2.0,1.0,-0.05263157894736842
D_vs_A,2023,signed_velocity_3s,PERSISTENCE_EXHAUSTION,16,21,1.0,1.333333333333333,-1.0,-0.12797619047619047
D_vs_A,2024,signed_velocity_3s,PERSISTENCE_EXHAUSTION,18,27,1.666666666666667,1.666666666666667,0.0,-0.07613168724279835
D_vs_A,2025,signed_velocity_3s,PERSISTENCE_EXHAUSTION,22,17,1.666666666666667,2.333333333333333,-1.0,-0.22192513368983957
D_vs_A,2026,signed_velocity_3s,PERSISTENCE_EXHAUSTION,5,7,3.666666666666667,2.333333333333333,1.0,0.4857142857142857
D_vs_A,2022,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,10,19,4.0,4.0,0.0,-0.24736842105263157
D_vs_A,2023,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,16,21,1.5,2.0,-1.0,-0.08035714285714286
D_vs_A,2024,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,18,27,2.5,3.0,-1.0,-0.1522633744855967
D_vs_A,2025,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,22,17,1.5,2.0,-1.0,-0.053475935828877004
D_vs_A,2026,signed_acceleration_1s,PERSISTENCE_EXHAUSTION,5,7,7.0,5.0,1.0,0.22857142857142856
D_vs_A,2022,price_impact_per_100_contracts,EFFORT_VS_RESULT,10,19,1.3150944819929071,1.5479876160990713,-1.0,-0.21578947368421053
D_vs_A,2023,price_impact_per_100_contracts,EFFORT_VS_RESULT,16,21,0.7023370233702337,0.7130124777183601,-1.0,-0.10119047619047619
D_vs_A,2024,price_impact_per_100_contracts,EFFORT_VS_RESULT,18,27,1.2132352941176472,1.2526096033402923,-1.0,-0.102880658436214
D_vs_A,2025,price_impact_per_100_contracts,EFFORT_VS_RESULT,22,17,1.2183573119650335,1.1627906976744187,1.0,-0.14171122994652408
D_vs_A,2026,price_impact_per_100_contracts,EFFORT_VS_RESULT,5,7,2.5522041763341066,2.140672782874618,1.0,0.08571428571428572
D_vs_A,2022,absorption_pressure_1s,EFFORT_VS_RESULT,10,19,45.625,28.11111111111111,1.0,0.24210526315789474
D_vs_A,2023,absorption_pressure_1s,EFFORT_VS_RESULT,16,21,81.58333333333334,76.5,1.0,0.05357142857142857
D_vs_A,2024,absorption_pressure_1s,EFFORT_VS_RESULT,18,27,52.33333333333333,45.333333333333336,1.0,0.1419753086419753
D_vs_A,2025,absorption_pressure_1s,EFFORT_VS_RESULT,22,17,42.875,50.0,-1.0,0.12032085561497326
D_vs_A,2026,absorption_pressure_1s,EFFORT_VS_RESULT,5,7,15.0,25.666666666666668,-1.0,-0.02857142857142857
D_vs_A,2022,delta_share_of_volume,FLOW_BURST_QUALITY,10,19,0.5398986891725132,0.5688073394495413,-1.0,0.0
D_vs_A,2023,delta_share_of_volume,FLOW_BURST_QUALITY,16,21,0.527589461941131,0.6,-1.0,-0.09523809523809523
D_vs_A,2024,delta_share_of_volume,FLOW_BURST_QUALITY,18,27,0.6159722222222221,0.6055363321799307,1.0,0.09876543209876543
D_vs_A,2025,delta_share_of_volume,FLOW_BURST_QUALITY,22,17,0.6071195485257985,0.5948275862068966,1.0,-0.026737967914438502
D_vs_A,2026,delta_share_of_volume,FLOW_BURST_QUALITY,5,7,0.44594594594594594,0.5353535353535354,-1.0,-0.2571428571428571
D_vs_A,2022,mean_trade_size,FLOW_BURST_QUALITY,10,19,1.1914151838009706,1.1258992805755397,1.0,0.4105263157894737
D_vs_A,2023,mean_trade_size,FLOW_BURST_QUALITY,16,21,1.218414712720957,1.2108626198083068,1.0,-0.07738095238095238
D_vs_A,2024,mean_trade_size,FLOW_BURST_QUALITY,18,27,1.3602668643439584,1.161473087818697,1.0,0.4691358024691358
D_vs_A,2025,mean_trade_size,FLOW_BURST_QUALITY,22,17,1.1890020411298643,1.2740384615384615,-1.0,-0.3315508021390374
D_vs_A,2026,mean_trade_size,FLOW_BURST_QUALITY,5,7,1.1312335958005248,1.25,-1.0,-0.4857142857142857
D_vs_A,2022,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,10,19,0.37355328620057604,0.3944020356234097,-1.0,-0.23157894736842105
D_vs_A,2023,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,16,21,0.4104609929078014,0.37455197132616486,1.0,0.30357142857142855
D_vs_A,2024,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,18,27,0.39499556668231367,0.38927738927738925,1.0,0.0
D_vs_A,2025,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,22,17,0.3998525119382819,0.4358974358974359,-1.0,-0.1925133689839572
D_vs_A,2026,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,5,7,0.4100877192982456,0.39285714285714285,1.0,0.3142857142857143
D_vs_A,2022,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,10,19,0.5958333333333333,0.6298755186721992,-1.0,-0.3473684210526316
D_vs_A,2023,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,16,21,0.6319005186859954,0.6222222222222222,1.0,0.23214285714285715
D_vs_A,2024,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,18,27,0.6349618892915156,0.6253968253968254,1.0,-0.012345679012345678
D_vs_A,2025,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,22,17,0.6036923426493979,0.6155440414507772,-1.0,-0.0481283422459893
D_vs_A,2026,delta_persistence_3_5,PERSISTENCE_EXHAUSTION,5,7,0.6067039106145251,0.6348837209302326,-1.0,-0.42857142857142855
D_vs_A,2022,velocity_consistency,PERSISTENCE_EXHAUSTION,10,19,1.0,1.0,0.0,0.005263157894736842
D_vs_A,2023,velocity_consistency,PERSISTENCE_EXHAUSTION,16,21,1.0,1.0,0.0,0.03571428571428571
D_vs_A,2024,velocity_consistency,PERSISTENCE_EXHAUSTION,18,27,1.0,1.0,0.0,0.0
D_vs_A,2025,velocity_consistency,PERSISTENCE_EXHAUSTION,22,17,1.0,1.0,0.0,0.013368983957219251
D_vs_A,2026,velocity_consistency,PERSISTENCE_EXHAUSTION,5,7,1.0,1.0,0.0,0.14285714285714285
D_vs_A,2022,flow_price_alignment,OTHER_CAUSAL_CONTEXT,10,19,1.0,1.0,0.0,0.10526315789473684
D_vs_A,2023,flow_price_alignment,OTHER_CAUSAL_CONTEXT,16,21,1.0,1.0,0.0,-0.01488095238095238
D_vs_A,2024,flow_price_alignment,OTHER_CAUSAL_CONTEXT,18,27,1.0,1.0,0.0,0.0
D_vs_A,2025,flow_price_alignment,OTHER_CAUSAL_CONTEXT,22,17,1.0,1.0,0.0,0.013368983957219251
D_vs_A,2026,flow_price_alignment,OTHER_CAUSAL_CONTEXT,5,7,1.0,1.0,0.0,0.14285714285714285
D_vs_A,2022,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,10,19,0.7083333333333333,0.8,-1.0,-0.09473684210526316
D_vs_A,2023,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,16,21,0.7083333333333333,1.0,-1.0,-0.07142857142857142
D_vs_A,2024,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,18,27,0.8392857142857143,0.8333333333333334,1.0,-0.00411522633744856
D_vs_A,2025,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,22,17,0.5833333333333333,0.5,1.0,0.013368983957219251
D_vs_A,2026,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,5,7,0.8181818181818182,0.8,1.0,0.14285714285714285
D_vs_A,2022,directional_vwap_distance,AUCTION_THEORY,10,19,17.72551552649766,16.459016393442624,1.0,0.11578947368421053
D_vs_A,2023,directional_vwap_distance,AUCTION_THEORY,16,21,13.015557908979924,12.375619366008,1.0,0.13690476190476192
D_vs_A,2024,directional_vwap_distance,AUCTION_THEORY,18,27,12.52394248544617,14.191833123806864,-1.0,-0.13168724279835392
D_vs_A,2025,directional_vwap_distance,AUCTION_THEORY,22,17,17.995704381195125,17.848141871444135,1.0,-0.0481283422459893
D_vs_A,2026,directional_vwap_distance,AUCTION_THEORY,5,7,41.5552122514777,23.024667599720082,1.0,0.4857142857142857
D_vs_A,2022,directional_poc_distance,AUCTION_THEORY,10,19,20.0,14.0,1.0,0.23157894736842105
D_vs_A,2023,directional_poc_distance,AUCTION_THEORY,16,21,13.0,11.0,1.0,0.30952380952380953
D_vs_A,2024,directional_poc_distance,AUCTION_THEORY,18,27,10.0,14.0,-1.0,-0.294238683127572
D_vs_A,2025,directional_poc_distance,AUCTION_THEORY,22,17,18.0,16.0,1.0,-0.0053475935828877
D_vs_A,2026,directional_poc_distance,AUCTION_THEORY,5,7,21.0,23.0,-1.0,0.2
D_vs_A,2022,profile_confluence_4t,AUCTION_THEORY,10,19,2.0,2.0,0.0,-0.06315789473684211
D_vs_A,2023,profile_confluence_4t,AUCTION_THEORY,16,21,2.0,2.0,0.0,-0.19642857142857142
D_vs_A,2024,profile_confluence_4t,AUCTION_THEORY,18,27,2.0,2.0,0.0,0.2962962962962963
D_vs_A,2025,profile_confluence_4t,AUCTION_THEORY,22,17,2.0,2.0,0.0,0.12299465240641712
D_vs_A,2026,profile_confluence_4t,AUCTION_THEORY,5,7,2.0,2.0,0.0,-0.14285714285714285
D_vs_A,2022,burst_efficiency_score,EFFORT_VS_RESULT,10,19,0.021954887218045113,0.03557312252964427,-1.0,-0.24210526315789474
D_vs_A,2023,burst_efficiency_score,EFFORT_VS_RESULT,16,21,0.012259567220997795,0.013071895424836602,-1.0,-0.05654761904761905
D_vs_A,2024,burst_efficiency_score,EFFORT_VS_RESULT,18,27,0.019111381618989655,0.022058823529411766,-1.0,-0.1419753086419753
D_vs_A,2025,burst_efficiency_score,EFFORT_VS_RESULT,22,17,0.023448181569592563,0.02,1.0,-0.12299465240641712
D_vs_A,2026,burst_efficiency_score,EFFORT_VS_RESULT,5,7,0.06666666666666667,0.03896103896103896,1.0,0.02857142857142857
D_vs_A,2022,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,10,19,25.991666666666667,12.200000000000001,1.0,0.25263157894736843
D_vs_A,2023,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,16,21,61.13333333333334,58.33333333333333,1.0,0.06547619047619048
D_vs_A,2024,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,18,27,37.099999999999994,24.0,1.0,0.15020576131687244
D_vs_A,2025,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,22,17,29.28333333333333,35.0,-1.0,0.11229946524064172
D_vs_A,2026,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,5,7,0.0,9.333333333333334,-1.0,-0.22857142857142856
D_vs_A,2022,seconds_from_open,TIME_REGIME,10,19,195.0,121.0,1.0,0.07894736842105263
D_vs_A,2023,seconds_from_open,TIME_REGIME,16,21,142.0,226.0,-1.0,-0.24702380952380953
D_vs_A,2024,seconds_from_open,TIME_REGIME,18,27,147.0,162.0,-1.0,-0.20781893004115226
D_vs_A,2025,seconds_from_open,TIME_REGIME,22,17,210.5,159.0,1.0,0.13368983957219252
D_vs_A,2026,seconds_from_open,TIME_REGIME,5,7,151.0,112.0,1.0,0.4857142857142857
D_vs_A,2022,minute_from_open,TIME_REGIME,10,19,3.25,2.0166666666666666,1.0,0.07894736842105263
D_vs_A,2023,minute_from_open,TIME_REGIME,16,21,2.3666666666666663,3.7666666666666666,-1.0,-0.24702380952380953
D_vs_A,2024,minute_from_open,TIME_REGIME,18,27,2.45,2.7,-1.0,-0.20781893004115226
D_vs_A,2025,minute_from_open,TIME_REGIME,22,17,3.5083333333333333,2.65,1.0,0.13368983957219252
D_vs_A,2026,minute_from_open,TIME_REGIME,5,7,2.5166666666666666,1.8666666666666667,1.0,0.4857142857142857
D_vs_A,2022,weekday_index,TIME_REGIME,10,19,2.0,1.0,1.0,0.3263157894736842
D_vs_A,2023,weekday_index,TIME_REGIME,16,21,2.0,2.0,0.0,-0.13690476190476192
D_vs_A,2024,weekday_index,TIME_REGIME,18,27,2.0,2.0,0.0,0.09053497942386832
D_vs_A,2025,weekday_index,TIME_REGIME,22,17,2.0,3.0,-1.0,-0.27807486631016043
D_vs_A,2026,weekday_index,TIME_REGIME,5,7,2.0,2.0,0.0,0.2
D_vs_A,2022,month_index,TIME_REGIME,10,19,7.5,7.0,1.0,0.13157894736842105
D_vs_A,2023,month_index,TIME_REGIME,16,21,6.5,8.0,-1.0,-0.14583333333333334
D_vs_A,2024,month_index,TIME_REGIME,18,27,6.5,7.0,-1.0,-0.053497942386831275
D_vs_A,2025,month_index,TIME_REGIME,22,17,9.0,7.0,1.0,0.34759358288770054
D_vs_A,2026,month_index,TIME_REGIME,5,7,5.0,5.0,0.0,0.2
D_vs_A,2022,execution_side_sign,OTHER_CAUSAL_CONTEXT,10,19,1.0,1.0,0.0,0.021052631578947368
D_vs_A,2023,execution_side_sign,OTHER_CAUSAL_CONTEXT,16,21,-1.0,1.0,-1.0,-0.13392857142857142
D_vs_A,2024,execution_side_sign,OTHER_CAUSAL_CONTEXT,18,27,-1.0,-1.0,0.0,-0.037037037037037035
D_vs_A,2025,execution_side_sign,OTHER_CAUSAL_CONTEXT,22,17,1.0,1.0,0.0,0.19786096256684493
D_vs_A,2026,execution_side_sign,OTHER_CAUSAL_CONTEXT,5,7,-1.0,-1.0,0.0,-0.02857142857142857
D_vs_A,2022,or_position_fraction,AUCTION_THEORY,10,19,-0.1588235294117647,1.09375,-1.0,-0.2631578947368421
D_vs_A,2023,or_position_fraction,AUCTION_THEORY,16,21,1.1785714285714286,0.0,1.0,-0.005952380952380952
D_vs_A,2024,or_position_fraction,AUCTION_THEORY,18,27,1.1640866873065017,1.1111111111111112,1.0,0.17695473251028807
D_vs_A,2025,or_position_fraction,AUCTION_THEORY,22,17,-0.20144284128745837,-0.13636363636363635,-1.0,-0.06951871657754011
D_vs_A,2026,or_position_fraction,AUCTION_THEORY,5,7,1.2702702702702702,1.225,1.0,0.2
D_vs_A,2022,distance_nearest_or_edge_ticks,AUCTION_THEORY,10,19,6.0,7.0,-1.0,0.010526315789473684
D_vs_A,2023,distance_nearest_or_edge_ticks,AUCTION_THEORY,16,21,8.5,6.0,1.0,0.09523809523809523
D_vs_A,2024,distance_nearest_or_edge_ticks,AUCTION_THEORY,18,27,6.0,6.0,0.0,-0.15637860082304528
D_vs_A,2025,distance_nearest_or_edge_ticks,AUCTION_THEORY,22,17,8.5,7.0,1.0,0.02406417112299465
D_vs_A,2026,distance_nearest_or_edge_ticks,AUCTION_THEORY,5,7,20.0,9.0,1.0,0.42857142857142855
D_vs_A,2022,distance_nearest_profile_reference_ticks,AUCTION_THEORY,10,19,0.0,0.0,0.0,-0.12631578947368421
D_vs_A,2023,distance_nearest_profile_reference_ticks,AUCTION_THEORY,16,21,0.0,0.0,0.0,-0.08928571428571429
D_vs_A,2024,distance_nearest_profile_reference_ticks,AUCTION_THEORY,18,27,0.0,0.0,0.0,-0.0411522633744856
D_vs_A,2025,distance_nearest_profile_reference_ticks,AUCTION_THEORY,22,17,0.0,0.0,0.0,-0.034759358288770054
D_vs_A,2026,distance_nearest_profile_reference_ticks,AUCTION_THEORY,5,7,1.0,0.0,1.0,0.0
D_vs_A,2022,vwap_poc_spread_ticks,AUCTION_THEORY,10,19,4.089520102108869,3.4590163934426243,1.0,-0.11578947368421053
D_vs_A,2023,vwap_poc_spread_ticks,AUCTION_THEORY,16,21,2.3508677079481854,2.7699953886355484,-1.0,-0.13690476190476192
D_vs_A,2024,vwap_poc_spread_ticks,AUCTION_THEORY,18,27,2.9224693702616236,3.001248699271592,-1.0,-0.1111111111111111
D_vs_A,2025,vwap_poc_spread_ticks,AUCTION_THEORY,22,17,4.7102212889165775,3.855936584525246,1.0,0.1925133689839572
D_vs_A,2026,vwap_poc_spread_ticks,AUCTION_THEORY,5,7,5.338955767077273,4.666915351506457,1.0,0.2571428571428571
D_vs_A,2022,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,10,19,-3.8,-3.6,-1.0,0.06315789473684211
D_vs_A,2023,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,16,21,-1.5,-2.0,1.0,0.15476190476190477
D_vs_A,2024,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,18,27,-2.2,-2.8,1.0,0.08641975308641975
D_vs_A,2025,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,22,17,-1.8,-1.8,0.0,0.10695187165775401
D_vs_A,2026,signed_velocity_decay_1_5,PERSISTENCE_EXHAUSTION,5,7,-7.4,-4.6,-1.0,-0.3142857142857143
D_vs_A,2022,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,10,19,-145.8,-114.0,-1.0,-0.28421052631578947
D_vs_A,2023,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,16,21,-124.6,-141.2,1.0,0.2857142857142857
D_vs_A,2024,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,18,27,-119.30000000000001,-130.8,1.0,-0.026748971193415638
D_vs_A,2025,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,22,17,-116.3,-113.2,-1.0,0.013368983957219251
D_vs_A,2026,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,5,7,-110.8,-109.6,-1.0,-0.14285714285714285
D_vs_A,2022,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,10,19,-1.0,1.0,-1.0,-0.22631578947368422
D_vs_A,2023,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,16,21,-1.0,-1.0,0.0,0.026785714285714284
D_vs_A,2024,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,18,27,-1.0,-1.0,0.0,-0.05555555555555555
D_vs_A,2025,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,22,17,-1.0,-1.0,0.0,-0.09358288770053476
D_vs_A,2026,execution_cvd_alignment,OTHER_CAUSAL_CONTEXT,5,7,-1.0,-1.0,0.0,0.11428571428571428
D_vs_REST,2022,Delta1s,FLOW_BURST_QUALITY,10,26,-141.0,-117.5,-1.0,-0.18461538461538463
D_vs_REST,2023,Delta1s,FLOW_BURST_QUALITY,16,25,130.0,150.0,-1.0,-0.0875
D_vs_REST,2024,Delta1s,FLOW_BURST_QUALITY,18,31,111.5,-140.0,1.0,0.14336917562724014
D_vs_REST,2025,Delta1s,FLOW_BURST_QUALITY,22,21,-142.5,-138.0,-1.0,-0.23809523809523808
