feature_a,family_a,feature_b,family_b,spearman,pearson,abs_spearman,redundant_ge_0_90
signed_acceleration_1s,PERSISTENCE_EXHAUSTION,burst_efficiency_score,EFFORT_VS_RESULT,0.7982756698196679,0.7645875640146977,0.7982756698196679,0
Velocity3s,PERSISTENCE_EXHAUSTION,Dist_VAL_Ticks,AUCTION_THEORY,0.7962942248682238,0.8409367178433877,0.7962942248682238,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.7959325020494049,0.8345139938803686,0.7959325020494049,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,-0.7953582888145925,-0.4063660013874789,0.7953582888145925,0
Dist_POC_Ticks,AUCTION_THEORY,or_position_fraction,AUCTION_THEORY,0.7951795317988113,0.8067949184939189,0.7951795317988113,0
Velocity5s,PERSISTENCE_EXHAUSTION,Dist_VAL_Ticks,AUCTION_THEORY,0.7950260633676721,0.8247715364368563,0.7950260633676721,0
Dist_VWAP_Ticks,AUCTION_THEORY,or_position_fraction,AUCTION_THEORY,0.7945416308704675,0.8534504570743138,0.7945416308704675,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,Seconds_From_Open_AtEntry,TIME_REGIME,-0.7944034359388898,-0.7136102076244533,0.7944034359388898,0
Dist_VAL_Ticks,AUCTION_THEORY,or_position_fraction,AUCTION_THEORY,0.7936842037151188,0.8151807775458829,0.7936842037151188,0
Dist_VAH_Ticks,AUCTION_THEORY,or_position_fraction,AUCTION_THEORY,0.7933702855887997,0.8204308436839548,0.7933702855887997,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,minute_from_open,TIME_REGIME,-0.7933472735534592,-0.7135978329207924,0.7933472735534592,0
Previous_Volume_AtEntry,FLOW_BURST_QUALITY,seconds_from_open,TIME_REGIME,-0.7933472735534592,-0.7135978329207928,0.7933472735534592,0
Volume_AtEntry,FLOW_BURST_QUALITY,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,0.7932472058156986,0.690526478936108,0.7932472058156986,0
Dist_VAH_Ticks,AUCTION_THEORY,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.7928775048892854,-0.7833725819231776,0.7928775048892854,0
Delta10s,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7916199173515123,0.8366275029320263,0.7916199173515123,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.7901700249780779,0.8484079790937431,0.7901700249780779,0
Profile_Effective_Nodes,AUCTION_THEORY,range,OTHER_CAUSAL_CONTEXT,0.7890189951622355,0.8357771888238313,0.7890189951622355,0
OR_WidthTicks,AUCTION_THEORY,Profile_Effective_Nodes,AUCTION_THEORY,0.7890189951622355,0.835777188823832,0.7890189951622355,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Delta_AtEntry,FLOW_BURST_QUALITY,0.7884449905824776,0.8415166111533999,0.7884449905824776,0
DeltaChangeZScore,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.786409876343061,0.803525161531559,0.786409876343061,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7851777238592177,0.770742750954693,0.7851777238592177,0
PreBurst_Impulse_Decay_Slope_5s,PERSISTENCE_EXHAUSTION,signed_velocity_1s,PERSISTENCE_EXHAUSTION,0.7847335345932541,0.8640481628597598,0.7847335345932541,0
Profile_Std_Ticks,AUCTION_THEORY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.783568836501038,0.7816564976572713,0.783568836501038,0
DeltaChange1s,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7817638824044284,0.7976281599190727,0.7817638824044284,0
DeltaChange1s,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7817638824044284,0.7976281599190727,0.7817638824044284,0
Seconds_From_Open_AtEntry,TIME_REGIME,Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,0.7817224502602615,0.7681300349576162,0.7817224502602615,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Delta_AtEntry,FLOW_BURST_QUALITY,0.7816842507900299,0.8103389140489091,0.7816842507900299,0
Profile_Excess_Kurtosis,AUCTION_THEORY,Profile_Normalized_Entropy,AUCTION_THEORY,-0.7814075945031893,-0.8064686172297524,0.7814075945031893,0
Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,minute_from_open,TIME_REGIME,0.7811662861193781,0.7681244587128463,0.7811662861193781,0
Nearest_OR_Edge_Retest_Count_AtEntry,ACCEPTANCE_RECLAIM,seconds_from_open,TIME_REGIME,0.7811662861193781,0.7681244587128465,0.7811662861193781,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Delta_AtEntry,FLOW_BURST_QUALITY,0.7810511424556759,0.8085574628853259,0.7810511424556759,0
Delta5s,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7788685263818291,0.8315400328766531,0.7788685263818291,0
Dist_VAL_Ticks,AUCTION_THEORY,Profile_Position_Percentile,AUCTION_THEORY,0.7775749842202712,0.8637574651942644,0.7775749842202712,0
ContractsPerSecond,FLOW_BURST_QUALITY,signed_delta_1s,FLOW_BURST_QUALITY,0.7769088326381547,0.837282890551773,0.7769088326381547,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,Profile_Position_Percentile,AUCTION_THEORY,0.7761218322527285,0.7190467678265124,0.7761218322527285,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7743430140501362,0.7853048458758288,0.7743430140501362,0
Profile_Local_Maxima_Count,AUCTION_THEORY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.7741329616598703,0.7882829289106857,0.7741329616598703,0
OR_WidthTicks,AUCTION_THEORY,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.7739905150720389,0.8428253970350171,0.7739905150720389,0
range,OTHER_CAUSAL_CONTEXT,Prior_Closed_ATR3_Ticks_AtEntry,AUCTION_THEORY,0.7739905150720389,0.8428253970350168,0.7739905150720389,0
Acceleration3s,PERSISTENCE_EXHAUSTION,Profile_Position_Percentile,AUCTION_THEORY,0.7735759341597095,0.6698243611194458,0.7735759341597095,0
signed_acceleration_1s,PERSISTENCE_EXHAUSTION,acceleration_velocity_ratio,PERSISTENCE_EXHAUSTION,0.772516930216909,0.47987541466082984,0.772516930216909,0
Velocity1s,PERSISTENCE_EXHAUSTION,Dist_VAL_Ticks,AUCTION_THEORY,0.7703258885168138,0.7977643295894643,0.7703258885168138,0
TicksPerSecond,TIME_REGIME,Dist_VAL_Ticks,AUCTION_THEORY,0.7703258885168138,0.7977643295894643,0.7703258885168138,0
Dist_VAH_Ticks,AUCTION_THEORY,Delta_AtEntry,FLOW_BURST_QUALITY,0.7691139799437039,0.7591434901783596,0.7691139799437039,0
Profile_Std_Ticks,AUCTION_THEORY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,0.769109409626091,0.7856215139292987,0.769109409626091,0
Velocity3s,PERSISTENCE_EXHAUSTION,Dist_OR_High_Ticks,AUCTION_THEORY,0.7680917696362427,0.7913540091391698,0.7680917696362427,0
Delta10s,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7645779056931489,0.821078485939718,0.7645779056931489,0
Delta1s,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.7645603223394961,0.8214107175587847,0.7645603223394961,0
Dist_POC_Ticks,AUCTION_THEORY,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.764169693686444,-0.7725860522229417,0.764169693686444,0
Delta1s,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7637523115996273,0.7929750568073536,0.7637523115996273,0
Delta1s,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7637523115996273,0.7929750568073536,0.7637523115996273,0
Delta_AtEntry,FLOW_BURST_QUALITY,Delta_Change_AtEntry,FLOW_BURST_QUALITY,0.7636679659840814,0.7658586711772551,0.7636679659840814,0
Profile_Local_Maxima_Count,AUCTION_THEORY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,0.7633926262633104,0.813698685866427,0.7633926262633104,0
Delta3s,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7630050666682638,0.8324061357421337,0.7630050666682638,0
Velocity3s,PERSISTENCE_EXHAUSTION,CumulativeDeltaWindow,FLOW_BURST_QUALITY,0.7630050666682638,0.8324061357421337,0.7630050666682638,0
Velocity5s,PERSISTENCE_EXHAUSTION,Dist_OR_High_Ticks,AUCTION_THEORY,0.7630010280986971,0.7847994910361636,0.7630010280986971,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.7628066690619364,0.7572289039630571,0.7628066690619364,0
DeltaChange1s,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.7627177240439663,0.8065168593902152,0.7627177240439663,0
Velocity5s,PERSISTENCE_EXHAUSTION,Delta_AtEntry,FLOW_BURST_QUALITY,0.7623912195362683,0.7662276270936684,0.7623912195362683,0
OR_WidthTicks,AUCTION_THEORY,Profile_Std_Ticks,AUCTION_THEORY,0.7621796033468886,0.8060188527903608,0.7621796033468886,0
Profile_Std_Ticks,AUCTION_THEORY,range,OTHER_CAUSAL_CONTEXT,0.7621796033468886,0.8060188527903606,0.7621796033468886,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7605089161324506,0.7687468815766461,0.7605089161324506,0
PeakPositiveDelta,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7605089161324506,0.7687468815766461,0.7605089161324506,0
OR_WidthTicks,AUCTION_THEORY,Profile_Local_Maxima_Count,AUCTION_THEORY,0.760439077631805,0.7930614947435068,0.760439077631805,0
Profile_Local_Maxima_Count,AUCTION_THEORY,range,OTHER_CAUSAL_CONTEXT,0.760439077631805,0.7930614947435073,0.760439077631805,0
Acceleration1s,PERSISTENCE_EXHAUSTION,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.7599296857332994,-0.6630336859918613,0.7599296857332994,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7590946569283277,0.7815525195022119,0.7590946569283277,0
DeltaChangeZScore,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7590946569283277,0.7815525195022119,0.7590946569283277,0
Dist_POC_Ticks,AUCTION_THEORY,Delta_AtEntry,FLOW_BURST_QUALITY,0.7572727117978834,0.7539855696813492,0.7572727117978834,0
Delta2s,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.757057998953318,0.8252238986179592,0.757057998953318,0
Delta10s,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7567386067769221,0.7794861259282856,0.7567386067769221,0
Delta10s,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7567386067769221,0.7794861259282856,0.7567386067769221,0
signed_acceleration_1s,PERSISTENCE_EXHAUSTION,price_impact_per_100_contracts,EFFORT_VS_RESULT,0.756449913498708,0.7048760910280245,0.756449913498708,0
Velocity5s,PERSISTENCE_EXHAUSTION,CumulativeDeltaWindow,FLOW_BURST_QUALITY,0.7540445867291412,0.8260655788162699,0.7540445867291412,0
Delta3s,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7540445867291412,0.8260655788162699,0.7540445867291412,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,burst_efficiency_score,EFFORT_VS_RESULT,0.7530798937913952,0.8110339901921969,0.7530798937913952,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,absorption_pressure_1s,EFFORT_VS_RESULT,-0.753026999813388,-0.41495728718296215,0.753026999813388,0
signed_velocity_1s,PERSISTENCE_EXHAUSTION,signed_velocity_3s,PERSISTENCE_EXHAUSTION,0.7528308452703986,0.8455742751321669,0.7528308452703986,0
Delta5s,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7523788315537469,0.8116863730329725,0.7523788315537469,0
TicksPerSecond,TIME_REGIME,Delta_AtEntry,FLOW_BURST_QUALITY,0.7519277914884123,0.7165886405163949,0.7519277914884123,0
Velocity1s,PERSISTENCE_EXHAUSTION,Delta_AtEntry,FLOW_BURST_QUALITY,0.7519277914884123,0.7165886405163949,0.7519277914884123,0
Delta10s,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.7518803583941825,0.8550345685179165,0.7518803583941825,0
Dist_VWAP_Ticks,AUCTION_THEORY,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.7508226031503394,-0.7710706745315331,0.7508226031503394,0
PeakPositiveDelta,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.7498886844226369,0.7657707131168187,0.7498886844226369,0
Dist_OR_Low_Ticks,AUCTION_THEORY,Profile_Position_Percentile,AUCTION_THEORY,0.7492610399353751,0.8403218852935737,0.7492610399353751,0
PreBurst_Local_Entropy_10s,TEMPORAL_SEQUENCE,PreBurst_Path_Efficiency_10s,TEMPORAL_SEQUENCE,-0.7486447396784388,-0.6271062058118329,0.7486447396784388,0
Velocity3s,PERSISTENCE_EXHAUSTION,Dist_OR_Low_Ticks,AUCTION_THEORY,0.7482838282734245,0.7937004169337072,0.7482838282734245,0
range,OTHER_CAUSAL_CONTEXT,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,0.7468937631403177,0.8201972520653347,0.7468937631403177,0
OR_WidthTicks,AUCTION_THEORY,Prior_Closed_ATR5_Ticks_AtEntry,AUCTION_THEORY,0.7468937631403177,0.8201972520653344,0.7468937631403177,0
Acceleration3s,PERSISTENCE_EXHAUSTION,Dist_POC_Ticks,AUCTION_THEORY,0.7468286991599842,0.743750070220792,0.7468286991599842,0
DeltaChange1s,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7463183481960032,0.7363714779485269,0.7463183481960032,0
Velocity3s,PERSISTENCE_EXHAUSTION,Delta_AtEntry,FLOW_BURST_QUALITY,0.7455489377242402,0.7524529282069531,0.7455489377242402,0
signed_velocity_3s,PERSISTENCE_EXHAUSTION,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,-0.7450166252673714,-0.41283479600998,0.7450166252673714,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,Delta_AtEntry,FLOW_BURST_QUALITY,0.7447093840479647,0.7350072677782922,0.7447093840479647,0
Delta5s,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7443930330434714,0.7718585346388875,0.7443930330434714,0
Delta5s,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7443930330434714,0.7718585346388875,0.7443930330434714,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.7421406707441742,0.8101798609414252,0.7421406707441742,0
Delta2s,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7420658428313708,0.7805630483688396,0.7420658428313708,0
Delta2s,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7420658428313708,0.7805630483688396,0.7420658428313708,0
Acceleration3s,PERSISTENCE_EXHAUSTION,Dist_VWAP_Ticks,AUCTION_THEORY,0.7420448239455852,0.7545770375415731,0.7420448239455852,0
PreBurst_Impulse_Decay_Slope_5s,PERSISTENCE_EXHAUSTION,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,-0.7409671872680589,-0.40468995596282953,0.7409671872680589,0
Velocity5s,PERSISTENCE_EXHAUSTION,Dist_OR_Low_Ticks,AUCTION_THEORY,0.7406437083338218,0.7719730937007647,0.7406437083338218,0
Velocity1s,PERSISTENCE_EXHAUSTION,CumulativeDeltaWindow,FLOW_BURST_QUALITY,0.7405665482315908,0.7851790164776817,0.7405665482315908,0
TicksPerSecond,TIME_REGIME,CumulativeDeltaWindow,FLOW_BURST_QUALITY,0.7405665482315908,0.7851790164776817,0.7405665482315908,0
Delta3s,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7405665482315908,0.7851790164776817,0.7405665482315908,0
Delta3s,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7405665482315908,0.7851790164776817,0.7405665482315908,0
Delta1s,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7404052670652755,0.7313743017298266,0.7404052670652755,0
Delta2s,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7385776075529179,0.8130840721237645,0.7385776075529179,0
Acceleration3s,PERSISTENCE_EXHAUSTION,Dist_VAH_Ticks,AUCTION_THEORY,0.7381448927479755,0.7192255693960699,0.7381448927479755,0
Delta10s,FLOW_BURST_QUALITY,Dist_VAH_Ticks,AUCTION_THEORY,0.7366302295591235,0.7676236385685689,0.7366302295591235,0
Dist_VWAP_Ticks,AUCTION_THEORY,Delta_AtEntry,FLOW_BURST_QUALITY,0.7360597979090446,0.7590114842393488,0.7360597979090446,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Velocity1s,PERSISTENCE_EXHAUSTION,0.7338264336322994,0.6962396083669284,0.7338264336322994,0
PeakNegativeDelta,FLOW_BURST_QUALITY,TicksPerSecond,TIME_REGIME,0.7338264336322994,0.6962396083669284,0.7338264336322994,0
Delta1s,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7335328111829996,0.8114493921580775,0.7335328111829996,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.7332569007262317,0.7873438683127328,0.7332569007262317,0
DeltaChange1s,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7325233570774456,0.7992577041689333,0.7325233570774456,0
DeltaChange1s,FLOW_BURST_QUALITY,Acceleration1s,PERSISTENCE_EXHAUSTION,0.7322515050339918,0.7088444079725457,0.7322515050339918,0
PeakPositiveDelta,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7298800815052144,0.7207232529926313,0.7298800815052144,0
DeltaChange1s,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7289223187637617,0.7899776316884476,0.7289223187637617,0
Delta5s,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.7283965286017027,0.8205591869959662,0.7283965286017027,0
Delta_AtEntry,FLOW_BURST_QUALITY,or_position_fraction,AUCTION_THEORY,0.7283741449820439,0.7596980720523018,0.7283741449820439,0
Delta2s,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7274816562983867,0.7193298816719197,0.7274816562983867,0
PeakNegativeDelta,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.7268402956214876,0.731857923178153,0.7268402956214876,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7261806917711157,0.7859603786181188,0.7261806917711157,0
Delta2s,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7257338467792919,0.8022401664926854,0.7257338467792919,0
Directional_OR_Extension_Ticks_AtEntry,AUCTION_THEORY,directional_poc_distance,AUCTION_THEORY,-0.7254654178870432,-0.7475426974920352,0.7254654178870432,0
Delta1s,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7254586596700421,0.801262992141939,0.7254586596700421,0
Dist_VAL_Ticks,AUCTION_THEORY,Delta_AtEntry,FLOW_BURST_QUALITY,0.724818917098626,0.720989251664786,0.724818917098626,0
execution_side_sign,OTHER_CAUSAL_CONTEXT,or_position_fraction,AUCTION_THEORY,-0.7246913889730824,-0.7592590955790817,0.7246913889730824,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7244400231228454,0.7245412336619287,0.7244400231228454,0
Velocity5s,PERSISTENCE_EXHAUSTION,or_position_fraction,AUCTION_THEORY,0.7239512188548545,0.7281503317356445,0.7239512188548545,0
Delta3s,FLOW_BURST_QUALITY,BuySellRatio,OTHER_CAUSAL_CONTEXT,0.723818504353787,0.833161588772231,0.723818504353787,0
BuySellRatio,OTHER_CAUSAL_CONTEXT,CumulativeDeltaWindow,FLOW_BURST_QUALITY,0.723818504353787,0.8331615887722309,0.723818504353787,0
PreBurst_Price_Per_Volume_3s,EFFORT_VS_RESULT,liquidity_absorption_score,OTHER_CAUSAL_CONTEXT,-0.7230343109827452,-0.40023977855202103,0.7230343109827452,0
Acceleration3s,PERSISTENCE_EXHAUSTION,CumulativeDeltaWindow,FLOW_BURST_QUALITY,0.7227494725086324,0.7184927855787344,0.7227494725086324,0
Delta3s,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7227494725086324,0.7184927855787342,0.7227494725086324,0
signed_velocity_3s,PERSISTENCE_EXHAUSTION,burst_efficiency_score,EFFORT_VS_RESULT,0.7216346290135555,0.7989874710363651,0.7216346290135555,0
signed_velocity_3s,PERSISTENCE_EXHAUSTION,absorption_pressure_1s,EFFORT_VS_RESULT,-0.7211902581683213,-0.4165827557183995,0.7211902581683213,0
signed_delta_change_1s,FLOW_BURST_QUALITY,delta_persistence_1_3,PERSISTENCE_EXHAUSTION,-0.7186101881653748,-0.5445910099821485,0.7186101881653748,0
TicksPerSecond,TIME_REGIME,Dist_OR_Low_Ticks,AUCTION_THEORY,0.7181738476575219,0.7657024358275426,0.7181738476575219,0
Velocity1s,PERSISTENCE_EXHAUSTION,Dist_OR_Low_Ticks,AUCTION_THEORY,0.7181738476575219,0.7657024358275426,0.7181738476575219,0
ContractsPerSecond,FLOW_BURST_QUALITY,signed_delta_decay_1_5,PERSISTENCE_EXHAUSTION,-0.7175563457453081,-0.8227949381928593,0.7175563457453081,0
Velocity1s,PERSISTENCE_EXHAUSTION,Dist_OR_High_Ticks,AUCTION_THEORY,0.7171793134369628,0.752838277875333,0.7171793134369628,0
TicksPerSecond,TIME_REGIME,Dist_OR_High_Ticks,AUCTION_THEORY,0.7171793134369628,0.752838277875333,0.7171793134369628,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7165750939270179,0.7139632265102523,0.7165750939270179,0
DeltaChangeZScore,FLOW_BURST_QUALITY,Velocity5s,PERSISTENCE_EXHAUSTION,0.7163740538408826,0.7736760017765457,0.7163740538408826,0
Delta5s,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.7162867273819814,0.8282590737707016,0.7162867273819814,0
Delta10s,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7162363772292739,0.6986296146880167,0.7162363772292739,0
PreBurst_Price_Per_Delta_3s,EFFORT_VS_RESULT,signed_velocity_1s,PERSISTENCE_EXHAUSTION,0.7152809945269131,0.7368243244773051,0.7152809945269131,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Velocity3s,PERSISTENCE_EXHAUSTION,0.7140311278362197,0.7206327907409609,0.7140311278362197,0
OR_WidthTicks,AUCTION_THEORY,Profile_Concentration,AUCTION_THEORY,-0.7125731067176294,-0.6623404196220886,0.7125731067176294,0
Profile_Concentration,AUCTION_THEORY,range,OTHER_CAUSAL_CONTEXT,-0.7125731067176294,-0.6623404196220882,0.7125731067176294,0
Dist_OR_High_Ticks,AUCTION_THEORY,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.71181810808038,-0.7424274047100653,0.71181810808038,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Dist_VAH_Ticks,AUCTION_THEORY,0.7111346522851966,0.6909982256755701,0.7111346522851966,0
DeltaChange1s,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.709855184478643,0.8119844048301414,0.709855184478643,0
Delta2s,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.70958853472821,0.8205885540730297,0.70958853472821,0
Dist_VAL_Ticks,AUCTION_THEORY,execution_side_sign,OTHER_CAUSAL_CONTEXT,-0.7090816275287747,-0.7177593683012251,0.7090816275287747,0
Delta1s,FLOW_BURST_QUALITY,Profile_Position_Percentile,AUCTION_THEORY,0.7074936511622562,0.82140422537279,0.7074936511622562,0
BreakOut_TICKS_PER_SEC_AtEntry,OTHER_CAUSAL_CONTEXT,Signed_Delta_Share_AtEntry,FLOW_BURST_QUALITY,-0.7074605625272319,-0.6100661798030841,0.7074605625272319,0
Profile_Normalized_Entropy,AUCTION_THEORY,Profile_Concentration,AUCTION_THEORY,-0.7066269960186652,-0.7062709959716396,0.7066269960186652,0
Delta10s,FLOW_BURST_QUALITY,Dist_POC_Ticks,AUCTION_THEORY,0.7056599506295135,0.7530896904996466,0.7056599506295135,0
Acceleration3s,PERSISTENCE_EXHAUSTION,Dist_VAL_Ticks,AUCTION_THEORY,0.7047797578096443,0.7224322641426454,0.7047797578096443,0
Dist_OR_High_Ticks,AUCTION_THEORY,Delta_AtEntry,FLOW_BURST_QUALITY,0.7043254454544569,0.7311971553525585,0.7043254454544569,0
Velocity3s,PERSISTENCE_EXHAUSTION,or_position_fraction,AUCTION_THEORY,0.7031725972139039,0.7162356821604923,0.7031725972139039,0
Acceleration1s,PERSISTENCE_EXHAUSTION,Profile_Position_Percentile,AUCTION_THEORY,0.7023941742532255,0.627134933815548,0.7023941742532255,0
PreBurst_Impulse_Decay_Slope_5s,PERSISTENCE_EXHAUSTION,burst_efficiency_score,EFFORT_VS_RESULT,0.7021182093151025,0.7230068099668484,0.7021182093151025,0
Acceleration1s,PERSISTENCE_EXHAUSTION,Dist_VWAP_Ticks,AUCTION_THEORY,0.70170214267286,0.714589722127791,0.70170214267286,0
PeakNegativeDelta,FLOW_BURST_QUALITY,Acceleration3s,PERSISTENCE_EXHAUSTION,0.7016129797048613,0.6362917477326085,0.7016129797048613,0
PreBurst_Impulse_Decay_Slope_5s,PERSISTENCE_EXHAUSTION,absorption_pressure_1s,EFFORT_VS_RESULT,-0.7007920281221377,-0.4041301377991895,0.7007920281221377,0
Acceleration1s,PERSISTENCE_EXHAUSTION,Dist_POC_Ticks,AUCTION_THEORY,0.7000571085124874,0.6988696155097394,0.7000571085124874,0
